COUNTRY,GLOBAL MARKET,QUANTITY,S.NO.,SALES CHANNEL,CUSTOMER NAME,PAYMENT METHOD,SALES MODEL,CATEGORY,PAYMENT STATUS,SHIPPING STATUS,UNIT PRICE,TOTAL REVENUE,DISCOUNT AMOUNT,DISCOUNT APPLIED,TAX APPLIED,TAX AMOUNT,NET SALES,GROSS SALES,PROFIT,ORDER DATE,DELIVERY DATE,RATING,REFERRAL SOURCE ,REPEAT PURCHASE,COURIER PARTNER,AVERAGE ORDER VALUE,CITY,CUSTOMER TYPE,DELIVERY TYPE,SUB CATEGORY,CURRENCY,COUPON CODE USED,SOURCE OF TRAFFIC,STOCK AVAILIBILITY,CUSTOMER REVIEW COMMENT,SHIPPING AMOUNT,EMI STATUS,CUSTOMER AGE 
Indonesia,1.2,122,333,Shopee,Caleb Banerjee,BNPL,B2C AND C2C,beauty,Pending,RETURNED,49543,6044246,7431.45,15%,18%,1087964.28,6036814.55,42111.55,4956281.72,29-11-2023,03-12-2023,3.5,Social Media,yes,FedEx,49543,jakarta,NEW,STANDARD,Toners & Mists,Indonesian Rupiah,no,YouTube ads,yes,EXCELLENT,495.43,EMI Declined,45
Canada,1.5,209,334,Best Buy,Yusuf Singh,UPI,B2C,tech gadgets,Paid,IN TRANSIT,37176,7769784,5576.4,15%,18%,1398561.12,7764207.6,31599.6,6371222.88,30-11-2023,04-12-2023,1.8,Direct,no,Blue Dart,37176,vancouver,RETURNING,Next-Day Delivery,Pop Sockets,Dollar,yes,Influencer Marketing,no,WORST,371.76,BNPL (Buy Now Pay Later),49
South Korea,4.2,116,335,Coupang,Thiago Yamada,Digital Wallets,B2C,beauty,Cancelled,IN TRANSIT,28259,3278044,4238.85,15%,18%,590047.92,3273805.15,24020.15,2687996.08,01-12-2023,05-12-2023,4.2,Social Media,yes,FedEx,28259,Seoul,NEW,International Delivery,Toners & Mists,South Korean Won,yes,email,yes,EXCELLENT,282.59,Debit Card EMI,48
India,2.4,270,336,Myntra,Elise Atkinson,Credit Card,B2C,footwear,Pending,RETURNED,37331,10079370,5599.65,15%,18%,1814286.6,10073770.35,31731.35,8265083.4,02-12-2023,06-12-2023,3,app,no,Blue Dart,37331,mumbai,RETURNING,EXPRESS,Casual Shoes,Indian Rupee,no,directly,no,GOOD,373.31,Not Available,44
Germany,2.1,243,337,media market,Nia Moreira,Payment Gateways,B2C,gaming,Refunded,DELIVERED,45109,10961487,6766.35,15%,18%,1973067.66,10954720.65,38342.65,8988419.34,03-12-2023,07-12-2023,1,Website,no,Ecom Express,45109,Cologne,NEW,International Delivery,playStation,Euro,yes,YouTube ads,yes,BAD,451.09,BNPL (Buy Now Pay Later),46
Indonesia,1.2,186,338,Lazada,Elijah Kowalski,COD,B2C AND C2C,home goods,Cancelled,DELIVERED,30051,5589486,4507.65,15%,18%,1006107.48,5584978.35,25543.35,4583378.52,04-12-2023,08-12-2023,1.5,app,yes,FedEx,30051,Surabaya,RETURNING,Next-Day Delivery,Home Storage & Organization,Indonesian Rupiah,yes,Social Media,no,GOOD,300.51,Pre-Approved EMI,37
Canada,1.5,114,339,Walmart CA,Isabella Bennett,Cryptocurreny,B2C,HOME,Failed,RETURNED,44492,5072088,6673.8,15%,18%,912975.84,5065414.2,37818.2,4159112.16,05-12-2023,09-12-2023,2,Social Media,yes,DTDC,44492,Toronto,RETURNING,EXPRESS,Kitchen & Dining,Dollar,no,Social Media,yes,WORST,444.92,YES,28
Australia,1,241,340,Woolworths,Aisha Pereira,UPI,B2C,household,Refunded,IN TRANSIT,42489,10239849,6373.35,15%,18%,1843172.82,10233475.65,36115.65,8396676.18,06-12-2023,10-12-2023,0.3,Direct,yes,Ecom Express,42489,Melbourne,RETURNING,STANDARD,Air fresheners,Dollar,yes,Influencer blogs,no,EXCELLENT,424.89,NO,26
Brazil,1.3,134,341,Amazon BR,Lyra Schneider,Net Banking,B2C,home goods,Cancelled,DELIVERED,29849,3999766,4477.35,15%,18%,719957.88,3995288.65,25371.65,3279808.12,07-12-2023,11-12-2023,1,Social Media,no,Ecom Express,29849,São Paulo,NEW,International Delivery,Furniture,Brazilian Real,no,Influencer Marketing,yes,WORST,298.49,Yes,24
Mexico,1.2,176,342,Liverpool,Isabella Andrade,Debit Card,B2C,beauty,Paid,DELIVERED,22166,3901216,3324.9,15%,18%,702218.88,3897891.1,18841.1,3198997.12,08-12-2023,12-12-2023,1.5,app,no,Shadowfax,22166,Guadalajara,RETURNING,Next-Day Delivery,Makeup Kits & Combo,mexican Peso,yes,directly,no,GOOD,221.66,No,19
italy,0.8,184,343,Zalando,Micah Sterling,Digital Wallets,B2C,shoes,Pending,DELIVERED,43341,7974744,6501.15,15%,18%,1435453.92,7968242.85,36839.85,6539290.08,09-12-2023,13-12-2023,2,Website,yes,Xpressbees,43341,Rome,NEW,STANDARD,Flip-Flops,Euro,no,Social Media,yes,BAD,433.41,Not Available,32
US,27,193,344,Walmart,Kenzo Schneider,BNPL,B2C,home goods,Paid,IN TRANSIT,35896,6927928,5384.4,15%,18%,1247027.04,6922543.6,30511.6,5680900.96,10-12-2023,14-12-2023,0.3,app,no,Blue Dart,35896,New York City,RETURNING,EXPRESS,Home Décor,Dollar,yes,google ads,no,WORST,358.96,Pre-Approved EMI,41
Japan,3.9,226,345,Rakuten,Arjun Laurent,UPI,B2C AND C2C,BOOKS,Cancelled,RETURNED,29643,6699318,4446.45,15%,18%,1205877.24,6694871.55,25196.55,5493440.76,11-12-2023,15-12-2023,3.6,Website,yes,FedEx,29643,Nagoya,NEW,Locker Delivery,fiction,Japanese Yen,no,email,no,EXCELLENT,296.43,Card EMI,33
UK,2.9,213,346,Argos,Nia Nair,Digital Wallets,B2C,furniture,Pending,RETURNED,28947,6165711,4342.05,15%,18%,1109827.98,6161368.95,24604.95,5055883.02,12-12-2023,16-12-2023,4.5,Website,no,FedEx,28947,London,RETURNING,Scheduled Delivery,Sofas & Couches,British Pound Sterling,yes,google ads,yes,GOOD,289.47,Debit Card EMI,23
South Korea,4.2,226,347,Naver Shopping,Imani Hussain,Credit Card,B2C AND C2C,Fashion,Refunded,IN TRANSIT,43101,9740826,6465.15,15%,18%,1753348.68,9734360.85,36635.85,7987477.32,13-12-2023,17-12-2023,2.4,Direct,yes,DHL Express,43101,Busan,NEW,Next-Day Delivery,Sneakers,South Korean Won,no,Social Media,yes,BAD,431.01,Yes,42
India,2.4,140,348,Jio Mart,Saanvi Foley,Payment Gateways,B2C,daily essentials,Cancelled,DELIVERED,47102,6594280,7065.3,15%,18%,1186970.4,6587214.7,40036.7,5407309.6,14-12-2023,18-12-2023,4,Direct,no,Blue Dart,47102,delhi,RETURNING,International Delivery,Food & Beverages,Indian Rupee,yes,directly,no,WORST,471.02,BNPL (Buy Now Pay Later),50
Germany,2.1,217,349,media market,Liora Hussain,COD,B2C,audio/video,Failed,IN TRANSIT,32189,6985013,4828.35,15%,18%,1257302.34,6980184.65,27360.65,5727710.66,15-12-2023,19-12-2023,5,Social Media,yes,FedEx,32189,Berlin,NEW,International Delivery,Bluetooth Speakers,Euro,no,Social Media,no,EXCELLENT,321.89,Debit Card EMI,21
Indonesia,1.2,149,350,Tokopedia,Bodhi Ferraro,Cryptocurreny,B2C AND C2C,fashion,Refunded,RETURNED,22224,3311376,3333.6,15%,18%,596047.68,3308042.4,18890.4,2715328.32,16-12-2023,20-12-2023,2.1,app,no,Shadowfax,22224,jakarta,RETURNING,Next-Day Delivery,Sunglasses,Indonesian Rupiah,yes,Social Media,yes,GOOD,222.24,EMI Declined,47
Canada,1.5,123,351,Best Buy,Ari Romano,UPI,B2C,gaming,Cancelled,DELIVERED,20040,2464920,3006,15%,18%,443685.6,2461914,17034,2021234.4,17-12-2023,21-12-2023,1.6,app,yes,DHL Express,20040,Vancouver,NEW,Scheduled Delivery,Mobile Gaming,Dollar,no,Social Media,yes,BAD,200.4,Card EMI,38
Australia,1,230,352,Catch,Hana Lin,Debit Card,B2C,daily deals,Paid,IN TRANSIT,36598,8417540,5489.7,15%,18%,1515157.2,8412050.3,31108.3,6902382.8,18-12-2023,22-12-2023,2.7,Social Media,no,Ecom Express,36598,Sydney,RETURNING,Locker Delivery,Hourly Flash Sales,Dollar,yes,Influencer blogs,yes,GOOD,365.98,Yes,43
Brazil,1.3,293,353,Magalu,Amira Calderon,Cryptocurreny,B2C,furniture,Pending,IN TRANSIT,43136,12638848,6470.4,15%,18%,2274992.64,12632377.6,36665.6,10363855.36,19-12-2023,23-12-2023,3.8,Social Media,yes,Xpressbees,43136,Rio de Janeiro,NEW,EXPRESS,Wardrobes,Brazilian Real,no,google ads,no,WORST,431.36,No,36
Mexico,1.2,272,354,Mercado Libre,Mateo Martens,COD,B2C AND C2C,ELECTRONICS,Paid,DELIVERED,48455,13179760,7268.25,15%,18%,2372356.8,13172491.75,41186.75,10807403.2,20-12-2023,24-12-2023,4.9,app,no,DTDC,48455,Mexico City,RETURNING,STANDARD,Earphones & Headphones,mexican Peso,yes,email,no,EXCELLENT,484.55,Not Available,27
italy,0.8,150,355,ePrice,Priya Castro,Credit Card,B2C,computers,Cancelled,RETURNED,24700,3705000,3705,15%,18%,666900,3701295,20995,3038100,21-12-2023,25-12-2023,3.3,Website,yes,FedEx,24700,Milan,RETURNING,EXPRESS,Desktops,Euro,no,Influencer blogs,yes,GOOD,247,Pre-Approved EMI,34
Russia,0.7,194,356,Ozon,Zaina Yamada,Payment Gateways,B2C AND C2C,home goods,Pending,IN TRANSIT,45455,8818270,6818.25,15%,18%,1587288.6,8811451.75,38636.75,7230981.4,22-12-2023,26-12-2023,1.2,Social Media,no,Blue Dart,45455,Moscow,RETURNING,Locker Delivery,Home Storage & Organization,Russian Ruble,yes,Influencer Marketing,no,BAD,454.55,Card EMI,25
Spain,0.7,112,357,El Corte Inglés,Felix Desai,UPI,B2C,Grocery,Refunded,DELIVERED,38441,4305392,5766.15,15%,18%,774970.56,4299625.85,32674.85,3530421.44,23-12-2023,27-12-2023,2.5,Direct,yes,Xpressbees,38441,Barcelona,RETURNING,EXPRESS,fruits & Vegetables,Euro,no,YouTube ads,no,GOOD,384.41,Debit Card EMI,22
Turkey,0.6,125,358,N11,Rohan Patel,BNPL,B2C AND C2C,auto parts,Cancelled,DELIVERED,21933,2741625,3289.95,15%,18%,493492.5,2738335.05,18643.05,2248132.5,24-12-2023,28-12-2023,1.1,Direct,yes,DTDC,21933,Istanbul,RETURNING,International Delivery,Brakes,Turkish Lira,no,directly,yes,WORST,219.33,Bank EMI,29
Netherlands,0.5,277,359,Bol.com,Freya Walker,COD,B2C AND C2C,toys,Failed,RETURNED,39977,11073629,5996.55,15%,18%,1993253.22,11067632.45,33980.45,9080375.78,25-12-2023,29-12-2023,2.3,Social Media,no,Xpressbees,39977,Amsterdam,NEW,Next-Day Delivery,Dolls & Dollhouses,Euro,yes,email,yes,EXCELLENT,399.77,No,45
Sweden,0.5,176,360,CDON,Ronan Calderon,Payment Gateways,B2C AND C2C,fitness,Refunded,IN TRANSIT,30718,5406368,4607.7,15%,18%,973146.24,5401760.3,26110.3,4433221.76,26-12-2023,30-12-2023,4.6,Website,no,DTDC,30718,Stockholm,NEW,STANDARD,Treadmills,Swedish Krona,yes,YouTube ads,no,GOOD,307.18,Yes,49
singapore,0.4,205,361,Amazon SG,Ari Patel,Debit Card,B2C,fashion,Cancelled,DELIVERED,43206,8857230,6480.9,15%,18%,1594301.4,8850749.1,36725.1,7262928.6,27-12-2023,31-12-2023,4.4,app,yes,Shadowfax,43206,singapore,RETURNING,EXPRESS,Sneakers,Dollar,no,email,yes,BAD,432.06,Yes,48
France,2.6,124,362,Fnac,Ari Moreira,Cryptocurreny,B2C,Appliances,Paid,RETURNED,25742,3192008,3861.3,15%,18%,574561.44,3188146.7,21880.7,2617446.56,28-12-2023,01-01-2024,1.7,app,yes,FedEx,25742,Paris,NEW,International Delivery,Air Conditioners,Euro,no,Social Media,yes,GOOD,257.42,No,44
Australia,1,281,363,Woolworths,Jonah Kassem,COD,B2C,pet supplies,Pending,IN TRANSIT,27688,7780328,4153.2,15%,18%,1400459.04,7776174.8,23534.8,6379868.96,29-12-2023,02-01-2024,2.9,Social Media,yes,FedEx,27688,melbourne,RETURNING,Next-Day Delivery,Cat Litter & Accessories,Dollar,yes,directly,no,WORST,276.88,Not Available,46
Brazil,1.3,216,364,Mercado Livre,Silas Anderson,Credit Card,B2C AND C2C,ELECTRONICS,Paid,IN TRANSIT,40690,8789040,6103.5,15%,18%,1582027.2,8782936.5,34586.5,7207012.8,30-12-2023,03-01-2024,3.9,Website,no,DHL Express,40690,São Paulo,RETURNING,EXPRESS,Streaming Devices,Brazilian Real,no,google ads,yes,EXCELLENT,406.9,Pre-Approved EMI,37
Mexico,1.2,106,365,Liverpool,Esme Noorani,Payment Gateways,B2C,Apparel,Cancelled,RETURNED,26306,2788436,3945.9,15%,18%,501918.48,2784490.1,22360.1,2286517.52,31-12-2023,04-01-2024,4.7,Direct,yes,Blue Dart,26306,Guadalajara,RETURNING,Next-Day Delivery,Scarves & Stoles,mexican Peso,no,Influencer blogs,no,GOOD,263.06,Card EMI,28
italy,0.8,278,366,Zalando,Nolan Kapoor,UPI,B2C,accessories,Pending,DELIVERED,40380,11225640,6057,15%,18%,2020615.2,11219583,34323,9205024.8,01-01-2024,05-01-2024,3.5,Direct,no,Shadowfax,40380,Rome,NEW,STANDARD,Gloves & Mittens,Euro,yes,Influencer Marketing,yes,BAD,403.8,Debit Card EMI,26
Russia,0.7,130,367,Yandex Market,Maaya Rivera,BNPL,B2C,office supplies,Refunded,DELIVERED,35982,4677660,5397.3,15%,18%,841978.8,4672262.7,30584.7,3835681.2,02-01-2024,06-01-2024,1.8,Website,no,DHL Express,35982,Saint Petersburg,RETURNING,Next-Day Delivery,writing Instruments,Russian Ruble,yes,directly,no,EXCELLENT,359.82,Bank EMI,24
SPAIN,0.7,267,368,PCComponentes,Ayden Becker,COD,B2C,computer parts,Cancelled,RETURNED,38398,10252266,5759.7,15%,18%,1845407.88,10246506.3,32638.3,8406858.12,03-01-2024,07-01-2024,4.2,Website,yes,FedEx,38398,madrid,NEW,International Delivery,Storage Devices,Euro,no,directly,yes,WORST,383.98,BNPL (Buy Now Pay Later),19
Turkey,0.6,206,369,Hepsiburada,Kiara Castro,Payment Gateways,B2C,HOME,Failed,IN TRANSIT,26351,5428306,3952.65,15%,18%,977095.08,5424353.35,22398.35,4451210.92,04-01-2024,08-01-2024,3,Social Media,yes,Blue Dart,26351,Ankara,RETURNING,EXPRESS,Furniture,Turkish Lira,yes,google ads,no,EXCELLENT,263.51,EMI Declined,32
Netherlands,0.5,122,370,Coolblue,Ibrahim Patel,Net Banking,B2C,computers,Refunded,DELIVERED,46982,5731804,7047.3,15%,18%,1031724.72,5724756.7,39934.7,4700079.28,05-01-2024,09-01-2024,3.8,app,yes,Xpressbees,46982,Rotterdam,NEW,International Delivery,Laptops & Notebooks,Euro,yes,directly,yes,GOOD,469.82,BNPL (Buy Now Pay Later),41
Sweden,0.5,186,371,Elgiganten,Lila Vaughn,Debit Card,B2C,computers,Cancelled,DELIVERED,21801,4054986,3270.15,15%,18%,729897.48,4051715.85,18530.85,3325088.52,06-01-2024,10-01-2024,4.9,app,no,DTDC,21801,Gothenburg,RETURNING,Next-Day Delivery,Laptops & Notebooks,Swedish Krona,no,google ads,no,BAD,218.01,Debit Card EMI,33
singapore,0.4,149,372,Qoo10,Zaina Flynn,Digital Wallets,B2C AND C2C,beauty,Paid,RETURNED,49607,7391443,7441.05,15%,18%,1330459.74,7384001.95,42165.95,6060983.26,07-01-2024,11-01-2024,3.3,Website,yes,Xpressbees,49607,singapore,NEW,EXPRESS,Toners & Mists,Dollar,yes,email,yes,GOOD,496.07,Not Available,23
France,2.6,234,373,Cdiscount,Norah Yilmaz,BNPL,B2C,toys,Pending,IN TRANSIT,44121,10324314,6618.15,15%,18%,1858376.52,10317695.85,37502.85,8465937.48,08-01-2024,12-01-2024,1.2,app,no,DTDC,44121,Marseille,RETURNING,STANDARD,Plush Toys,Euro,no,Influencer blogs,no,WORST,441.21,Pre-Approved EMI,42
China,50,186,374,Tmall,Suri Darwish,UPI,B2C,Luxury goods,Paid,DELIVERED,31656,5888016,4748.4,15%,18%,1059842.88,5883267.6,26907.6,4828173.12,09-01-2024,13-01-2024,2.5,Direct,yes,Shadowfax,31656,Shenzhen,NEW,International Delivery,Designer Handbags,Chinese Yuan,yes,Social Media,yes,EXCELLENT,316.56,Card EMI,50
US,27,278,375,Amazon,Idris O'Connor,Digital Wallets,B2C AND C2C,BOOKS,Cancelled,RETURNED,35292,9811176,5293.8,15%,18%,1766011.68,9805882.2,29998.2,8045164.32,10-01-2024,14-01-2024,1.1,Social Media,no,FedEx,35292,Los Angeles,RETURNING,Next-Day Delivery,non-fiction,Dollar,no,YouTube ads,no,WORST,352.92,Debit Card EMI,21
Japan,3.9,111,376,Yahoo! Shopping,Ava Lambert,Credit Card,B2C,Fashion,Pending,IN TRANSIT,22109,2454099,3316.35,15%,18%,441737.82,2450782.65,18792.65,2012361.18,11-01-2024,15-01-2024,2.3,Social Media,yes,FedEx,22109,Tokyo,NEW,STANDARD,Sunglasses,Japanese Yen,yes,Influencer Marketing,yes,GOOD,221.09,Yes,40
UK,2.9,285,377,Tesco,Tara Nakamura,Payment Gateways,B2C,home goods,Refunded,IN TRANSIT,23857,6799245,3578.55,15%,18%,1223864.1,6795666.45,20278.45,5575380.9,12-01-2024,16-01-2024,4.6,Direct,yes,DHL Express,23857,Manchester,RETURNING,EXPRESS,Kitchen & Dining,British Pound Sterling,no,email,no,BAD,238.57,BNPL (Buy Now Pay Later),47
South Korea,4.2,156,378,Coupang,Freya Stewart,COD,B2C,baby products,Cancelled,RETURNED,20815,3247140,3122.25,15%,18%,584485.2,3244017.75,17692.75,2662654.8,13-01-2024,17-01-2024,4.4,app,no,Blue Dart,20815,Seoul,NEW,Locker Delivery,Baby Wipes,South Korean Won,yes,directly,yes,WORST,208.15,Debit Card EMI,38
India,2.4,174,379,Flipkart,Norah Kowalski,Payment Gateways,B2C AND C2C,Appliances,Failed,DELIVERED,40367,7023858,6055.05,15%,18%,1264294.44,7017802.95,34311.95,5759563.56,14-01-2024,18-01-2024,1.7,Website,no,Shadowfax,40367,bengaluru,RETURNING,Scheduled Delivery,Refrigerators,Indian Rupee,no,YouTube ads,no,EXCELLENT,403.67,EMI Declined,43
Germany,2.1,188,380,OTTO,Kiara Romero,UPI,B2C,fashion,Refunded,DELIVERED,24835,4668980,3725.25,15%,18%,840416.4,4665254.75,21109.75,3828563.6,15-01-2024,19-01-2024,2.9,Social Media,yes,DHL Express,24835,Hamburg,RETURNING,Next-Day Delivery,Sneakers,Euro,yes,Social Media,yes,GOOD,248.35,Card EMI,36
Indonesia,1.2,273,381,Lazada,Rohan Sato,Net Banking,B2C AND C2C,baby products,Cancelled,RETURNED,41266,11265618,6189.9,15%,18%,2027811.24,11259428.1,35076.1,9237806.76,16-01-2024,20-01-2024,3.9,Direct,yes,Ecom Express,41266,Surabaya,RETURNING,International Delivery,Baby Lotion & Oil,Indonesian Rupiah,no,Social Media,no,BAD,412.66,Yes,27
Canada,1.5,129,382,Best Buy,Ibrahim Harron,Debit Card,B2C,tech gadgets,Paid,IN TRANSIT,40793,5262297,6118.95,15%,18%,947213.46,5256178.05,34674.05,4315083.54,17-01-2024,21-01-2024,4.7,app,no,Xpressbees,40793,Toronto,RETURNING,International Delivery,Soundbars,Dollar,yes,Influencer blogs,no,GOOD,407.93,No,34
South Korea,4.2,274,383,Naver Shopping,Amara Fontaine,Digital Wallets,B2C AND C2C,Fashion,Pending,DELIVERED,42716,11704184,6407.4,15%,18%,2106753.12,11697776.6,36308.6,9597430.88,18-01-2024,22-01-2024,3.5,Website,yes,DTDC,42716,Seoul,RETURNING,Next-Day Delivery,Sunglasses,South Korean Won,no,Influencer Marketing,yes,BAD,427.16,Not Available,25
India,2.4,178,384,Jio Mart,Rohan Silva,BNPL,B2C,household,Paid,DELIVERED,31347,5579766,4702.05,15%,18%,1004357.88,5575063.95,26644.95,4575408.12,19-01-2024,23-01-2024,1.8,app,no,FedEx,31347,mumbai,NEW,Scheduled Delivery,Floor cleaners,Indian Rupee,yes,directly,yes,EXCELLENT,313.47,Pre-Approved EMI,22
Germany,2.1,132,385,media market,Mira Sterling,UPI,B2C,gaming,Cancelled,DELIVERED,30840,4070880,4626,15%,18%,732758.4,4066254,26214,3338121.6,20-01-2024,24-01-2024,4.2,Social Media,yes,Blue Dart,30840,Berlin,RETURNING,Locker Delivery,playStation,Euro,no,Social Media,no,EXCELLENT,308.4,Card EMI,20
Indonesia,1.2,109,386,Shopee,Kai Shukla,Digital Wallets,B2C AND C2C,clothing,Pending,IN TRANSIT,27074,2951066,4061.1,15%,18%,531191.88,2947004.9,23012.9,2419874.12,21-01-2024,25-01-2024,3,Website,no,FedEx,27074,jakarta,NEW,EXPRESS,T-Shirts & Polos,Indonesian Rupiah,yes,google ads,no,WORST,270.74,Debit Card EMI,31
Canada,1.5,256,387,Walmart CA,Suri Zuniga,Credit Card,B2C,Grocery,Refunded,RETURNED,40012,10243072,6001.8,15%,18%,1843752.96,10237070.2,34010.2,8399319.04,22-01-2024,26-01-2024,1,app,yes,Blue Dart,40012,vancouver,RETURNING,STANDARD,Dairy & Eggs,Dollar,yes,email,yes,GOOD,400.12,Bank EMI,30
Australia,1,254,388,Woolworths,Maira Zhang,Payment Gateways,B2C,household,Cancelled,RETURNED,25835,6562090,3875.25,15%,18%,1181176.2,6558214.75,21959.75,5380913.8,23-01-2024,27-01-2024,1.5,Direct,no,Ecom Express,25835,sydney,NEW,EXPRESS,Air fresheners,Dollar,no,google ads,no,BAD,258.35,No,39
Brazil,1.3,246,389,Amazon BR,Leila Dubois,COD,B2C,BOOKS,Failed,IN TRANSIT,25469,6265374,3820.35,15%,18%,1127767.32,6261553.65,21648.65,5137606.68,24-01-2024,28-01-2024,2,Social Media,yes,FedEx,25469,Rio de Janeiro,RETURNING,STANDARD,Business & Finance,Brazilian Real,no,Social Media,no,GOOD,254.69,Yes,32
Mexico,1.2,246,390,Mercado Livre,Esme Johansson,Cryptocurreny,B2C AND C2C,auto parts,Refunded,DELIVERED,28375,6980250,4256.25,15%,18%,1256445,6975993.75,24118.75,5723805,25-01-2024,29-01-2024,0.3,Direct,no,DTDC,28375,Mexico City,NEW,Locker Delivery,Engine & Components,mexican Peso,yes,directly,yes,WORST,283.75,Yes,41
italy,0.8,115,391,ePrice,Priya Shah,UPI,B2C,computers,Cancelled,IN TRANSIT,30614,3520610,4592.1,15%,18%,633709.8,3516017.9,26021.9,2886900.2,26-01-2024,30-01-2024,3.6,Social Media,yes,Ecom Express,30614,Rome,RETURNING,Next-Day Delivery,Desktops,Euro,no,Social Media,yes,EXCELLENT,306.14,No,33
Russia,0.7,118,392,Ozon,Callum Becker,Debit Card,B2C AND C2C,BOOKS,Paid,RETURNED,32772,3867096,4915.8,15%,18%,696077.28,3862180.2,27856.2,3171018.72,27-01-2024,31-01-2024,4.5,app,no,Ecom Express,32772,Moscow,NEW,International Delivery,Academic & Educational,Russian Ruble,no,Social Media,no,GOOD,327.72,Not Available,23
Spain,0.7,281,393,El Corte Inglés,Yasmin Vaughn,Cryptocurreny,B2C,smartphones,Pending,DELIVERED,46477,13060037,6971.55,15%,18%,2350806.66,13053065.45,39505.45,10709230.34,28-01-2024,01-02-2024,2.4,Website,no,Shadowfax,46477,Barcelona,RETURNING,Scheduled Delivery,Samsung,Euro,yes,Social Media,yes,BAD,464.77,Pre-Approved EMI,42
Turkey,0.6,164,394,Trendyol,Suri Bashir,COD,B2C,fashion,Paid,IN TRANSIT,38872,6375008,5830.8,15%,18%,1147501.44,6369177.2,33041.2,5227506.56,29-01-2024,02-02-2024,4,app,yes,Xpressbees,38872,Istanbul,RETURNING,EXPRESS,Sneakers,Turkish Lira,yes,Influencer blogs,yes,GOOD,388.72,Card EMI,50
Netherlands,0.5,208,395,Bol.com,Esme Zhang,Credit Card,B2C AND C2C,HOME,Cancelled,IN TRANSIT,35509,7385872,5326.35,15%,18%,1329456.96,7380545.65,30182.65,6056415.04,30-01-2024,03-02-2024,5,Website,yes,Blue Dart,35509,Amsterdam,RETURNING,STANDARD,Home Décor,Euro,no,google ads,no,WORST,355.09,Debit Card EMI,18
Sweden,0.5,161,396,CDON,Silas Noorani,Payment Gateways,B2C AND C2C,fitness,Pending,DELIVERED,48047,7735567,7207.05,15%,18%,1392402.06,7728359.95,40839.95,6343164.94,31-01-2024,04-02-2024,2.1,Direct,yes,FedEx,48047,Stockholm,NEW,Next-Day Delivery,Yoga Mats,Swedish Krona,yes,email,yes,EXCELLENT,480.47,Bank EMI,20
singapore,0.4,143,397,Amazon SG,Ava Desai,UPI,B2C,fashion,Refunded,RETURNED,47728,6825104,7159.2,15%,18%,1228518.72,6817944.8,40568.8,5596585.28,01-02-2024,05-02-2024,1.6,Social Media,yes,Blue Dart,47728,singapore,RETURNING,International Delivery,Sunglasses,Dollar,yes,Influencer blogs,no,WORST,477.28,BNPL (Buy Now Pay Later),31
France,2.6,194,398,Amazon FR,Yasmin Patel,BNPL,B2C AND C2C,Fashion,Cancelled,IN TRANSIT,39954,7751076,5993.1,15%,18%,1395193.68,7745082.9,33960.9,6355882.32,02-02-2024,06-02-2024,2.7,Website,no,FedEx,39954,Paris,NEW,EXPRESS,Sneakers,Euro,no,Influencer Marketing,yes,GOOD,399.54,EMI Declined,30
Australia,1,293,399,Catch,Callum Banerjee,COD,B2C,toys,Failed,DELIVERED,39310,11517830,5896.5,15%,18%,2073209.4,11511933.5,33413.5,9444620.6,03-02-2024,07-02-2024,1.2,app,yes,Shadowfax,39310,melbourne,RETURNING,Locker Delivery,Plush Toys,Dollar,yes,YouTube ads,no,BAD,393.1,BNPL (Buy Now Pay Later),39
Brazil,1.3,194,400,Mercado Livre,Esme Saeed,Payment Gateways,B2C AND C2C,ELECTRONICS,Refunded,DELIVERED,47135,9144190,7070.25,15%,18%,1645954.2,9137119.75,40064.75,7498235.8,04-02-2024,08-02-2024,2.5,app,no,DHL Express,47135,São Paulo,NEW,International Delivery,Earphones & Headphones,Brazilian Real,no,directly,yes,GOOD,471.35,Bank EMI,32
Mexico,1.2,147,401,Liverpool,Eren Qureshi,Debit Card,B2C,beauty,Cancelled,DELIVERED,23950,3520650,3592.5,15%,18%,633717,3517057.5,20357.5,2886933,05-02-2024,09-02-2024,1.1,Website,yes,Ecom Express,23950,Guadalajara,RETURNING,Next-Day Delivery,Makeup Kits & Combo,mexican Peso,yes,email,no,WORST,239.5,BNPL (Buy Now Pay Later),41
italy,0.8,285,402,Zalando,Ivy Noorani,Cryptocurreny,B2C,shoes,Paid,IN TRANSIT,25279,7204515,3791.85,15%,18%,1296812.7,7200723.15,21487.15,5907702.3,06-02-2024,10-02-2024,2.3,Website,no,Xpressbees,25279,Milan,NEW,STANDARD,sneakers,Euro,no,Social Media,yes,EXCELLENT,252.79,EMI Declined,33
Russia,0.7,230,403,Wildberries,Kiara Duarte,COD,B2C AND C2C,clothing,Pending,RETURNED,23109,5315070,3466.35,15%,18%,956712.6,5311603.65,19642.65,4358357.4,07-02-2024,11-02-2024,4.6,Direct,no,Ecom Express,23109,Saint Petersburg,RETURNING,EXPRESS,Dresses,Russian Ruble,yes,google ads,no,EXCELLENT,231.09,BNPL (Buy Now Pay Later),23
